t,x,v
0.76,0.724836,-0.688921
0.77,0.717911,-0.696135
0.78,0.710914,-0.703279
0.79,0.703845,-0.710353
0.8,0.696707,-0.717356
0.81,0.689498,-0.724287
0.82,0.682221,-0.731146
0.83,0.674876,-0.737931
0.84,0.667463,-0.744643
0.85,0.659983,-0.75128
0.86,0.652437,-0.757843
0.87,0.644827,-0.764329
0.88,0.637151,-0.770739
0.89,0.629412,-0.777072
0.9,0.62161,-0.783327
0.91,0.613746,-0.789504
0.92,0.60582,-0.795602
0.93,0.597834,-0.80162
0.94,0.589788,-0.807558
0.95,0.581683,-0.813416
0.96,0.57352,-0.819192
0.97,0.5653,-0.824886
0.98,0.557023,-0.830497
0.99,0.54869,-0.836026
1,0.540302,-0.841471
1.01,0.531861,-0.846832
1.02,0.523366,-0.852108
1.03,0.514819,-0.857299
1.04,0.50622,-0.862404
1.05,0.497571,-0.867423
1.06,0.488872,-0.872355
1.07,0.480124,-0.877201
1.08,0.471328,-0.881958
1.09,0.462485,-0.886627
1.1,0.453596,-0.891207
1.11,0.444662,-0.895699
1.12,0.435682,-0.9001
1.13,0.42666,-0.904412
1.14,0.417595,-0.908633
1.15,0.408487,-0.912764
1.16,0.39934,-0.916803
1.17,0.390152,-0.920751
1.18,0.380925,-0.924606
1.19,0.37166,-0.928369
1.2,0.362358,-0.932039
1.21,0.353019,-0.935616
1.22,0.343646,-0.939099
1.23,0.334238,-0.942489
1.24,0.324796,-0.945784
1.25,0.315322,-0.948985
1.26,0.305817,-0.95209
1.27,0.296281,-0.955101
1.28,0.286715,-0.958016
1.29,0.277121,-0.960835
1.3,0.267499,-0.963558
1.31,0.25785,-0.966185
1.32,0.248175,-0.968715
1.33,0.238476,-0.971148
1.34,0.228753,-0.973485
1.35,0.219007,-0.975723
1.36,0.209239,-0.977865
1.37,0.19945,-0.979908
1.38,0.189641,-0.981854
1.39,0.179813,-0.983701
1.4,0.169967,-0.98545
1.41,0.160104,-0.9871
1.42,0.150225,-0.988652
1.43,0.140332,-0.990105
1.44,0.130424,-0.991458
1.45,0.120503,-0.992713
1.46,0.11057,-0.993868
1.47,0.100626,-0.994924
1.48,0.0906716,-0.995881
1.49,0.0807084,-0.996738
1.5,0.0707372,-0.997495
1.51,0.0607589,-0.998152
1.52,0.0507745,-0.99871
1.53,0.040785,-0.999168
1.54,0.0307915,-0.999526
1.55,0.0207948,-0.999784
1.56,0.0107961,-0.999942
1.57,0.000796327,-1
1.58,-0.00920354,-0.999958
1.59,-0.0192025,-0.999816
1.6,-0.0291995,-0.999574
1.61,-0.0391936,-0.999232
1.62,-0.0491838,-0.99879
1.63,-0.0591691,-0.998248
1.64,-0.0691484,-0.997606
1.65,-0.0791209,-0.996865
1.66,-0.0890854,-0.996024
1.67,-0.099041,-0.995083
1.68,-0.108987,-0.994043
1.69,-0.118922,-0.992904
1.7,-0.128844,-0.991665
1.71,-0.138755,-0.990327
1.72,-0.148651,-0.98889
1.73,-0.158532,-0.987354
1.74,-0.168397,-0.985719
1.75,-0.178246,-0.983986
1.76,-0.188077,-0.982154
1.77,-0.197889,-0.980224
1.78,-0.207681,-0.978197
1.79,-0.217452,-0.976071
1.8,-0.227202,-0.973848
1.81,-0.236929,-0.971527
1.82,-0.246632,-0.969109
1.83,-0.256311,-0.966594
1.84,-0.265964,-0.963983
1.85,-0.27559,-0.961275
1.86,-0.285189,-0.958471
1.87,-0.294759,-0.955572
1.88,-0.3043,-0.952576
1.89,-0.313811,-0.949486
1.9,-0.32329,-0.9463
1.91,-0.332736,-0.94302
1.92,-0.34215,-0.939645
1.93,-0.351529,-0.936177
1.94,-0.360873,-0.932615
1.95,-0.370181,-0.92896
1.96,-0.379452,-0.925212
1.97,-0.388685,-0.921371
1.98,-0.397879,-0.917438
1.99,-0.407033,-0.913413
2,-0.416147,-0.909297
2.01,-0.425219,-0.905091
2.02,-0.434248,-0.900793
2.03,-0.443234,-0.896406
2.04,-0.452176,-0.891929
2.05,-0.461073,-0.887362
2.06,-0.469923,-0.882707
2.07,-0.478727,-0.877964
2.08,-0.487482,-0.873133
2.09,-0.496189,-0.868215
2.1,-0.504846,-0.863209
2.11,-0.513453,-0.858118
2.12,-0.522008,-0.85294
2.13,-0.530511,-0.847678
2.14,-0.538961,-0.84233
2.15,-0.547358,-0.836899
2.16,-0.555699,-0.831383
2.17,-0.563985,-0.825785
2.18,-0.572215,-0.820104
2.19,-0.580387,-0.814341
2.2,-0.588501,-0.808496
2.21,-0.596557,-0.802571
2.22,-0.604552,-0.796565
2.23,-0.612488,-0.79048
2.24,-0.620362,-0.784316
2.25,-0.628174,-0.778073
2.26,-0.635923,-0.771753
2.27,-0.643608,-0.765355
2.28,-0.65123,-0.758881
2.29,-0.658786,-0.752331
2.3,-0.666276,-0.745705
2.31,-0.6737,-0.739005
2.32,-0.681056,-0.732231
2.33,-0.688344,-0.725384
2.34,-0.695563,-0.718465
2.35,-0.702713,-0.711473
2.36,-0.709793,-0.704411
2.37,-0.716801,-0.697278
2.38,-0.723738,-0.690075
2.39,-0.730602,-0.682803
2.4,-0.737394,-0.675463
2.41,-0.744111,-0.668056
2.42,-0.750755,-0.660581
2.43,-0.757323,-0.653041
2.44,-0.763815,-0.645435
2.45,-0.770231,-0.637765
2.46,-0.77657,-0.630031
2.47,-0.782832,-0.622234
2.48,-0.789015,-0.614374
2.49,-0.795119,-0.606454
2.5,-0.801144,-0.598472
2.51,-0.807088,-0.590431
2.52,-0.812952,-0.582331
2.53,-0.818735,-0.574172
2.54,-0.824435,-0.565956
2.55,-0.830054,-0.557684
2.56,-0.835589,-0.549355
2.57,-0.84104,-0.540972
2.58,-0.846408,-0.532535
2.59,-0.851691,-0.524044
2.6,-0.856889,-0.515501
2.61,-0.862001,-0.506907
2.62,-0.867027,-0.498262
2.63,-0.871966,-0.489567
2.64,-0.876818,-0.480823
2.65,-0.881582,-0.472031
2.66,-0.886258,-0.463191
2.67,-0.890846,-0.454306
2.68,-0.895344,-0.445375
2.69,-0.899753,-0.436399
2.7,-0.904072,-0.42738
2.71,-0.908301,-0.418318
2.72,-0.912438,-0.409214
2.73,-0.916485,-0.400069
2.74,-0.92044,-0.390885
2.75,-0.924302,-0.381661
2.76,-0.928073,-0.372399
2.77,-0.93175,-0.3631
2.78,-0.935335,-0.353764
2.79,-0.938825,-0.344393
2.8,-0.942222,-0.334988
2.81,-0.945525,-0.325549
2.82,-0.948733,-0.316078
2.83,-0.951847,-0.306575
2.84,-0.954865,-0.297041
2.85,-0.957787,-0.287478
2.86,-0.960614,-0.277886
2.87,-0.963345,-0.268266
2.88,-0.965979,-0.258619
2.89,-0.968517,-0.248947
2.9,-0.970958,-0.239249
2.91,-0.973302,-0.229528
2.92,-0.975549,-0.219784
2.93,-0.977698,-0.210017
2.94,-0.979749,-0.20023
2.95,-0.981702,-0.190423
2.96,-0.983557,-0.180596
2.97,-0.985314,-0.170752
2.98,-0.986972,-0.16089
2.99,-0.988532,-0.151013
3,-0.989992,-0.14112
3.01,-0.991354,-0.131213
3.02,-0.992617,-0.121293
3.03,-0.99378,-0.111361
3.04,-0.994844,-0.101418
3.05,-0.995808,-0.0914646
3.06,-0.996673,-0.0815022
3.07,-0.997438,-0.0715315
3.08,-0.998104,-0.0615537
3.09,-0.998669,-0.0515698
3.1,-0.999135,-0.0415807
3.11,-0.999501,-0.0315874
3.12,-0.999767,-0.021591
3.13,-0.999933,-0.0115924
3.14,-0.999999,-0.00159265
3.15,-0.999965,0.00840725
3.16,-0.999831,0.0184063
3.17,-0.999597,0.0284035
3.18,-0.999263,0.0383979
3.19,-0.998829,0.0483884
3.2,-0.998295,0.0583741
3.21,-0.997661,0.068354
3.22,-0.996928,0.078327
3.23,-0.996095,0.0882922
3.24,-0.995162,0.0982486
3.25,-0.99413,0.108195
3.26,-0.992998,0.118131
3.27,-0.991767,0.128055
3.28,-0.990437,0.137966
3.29,-0.989008,0.147863
3.3,-0.98748,0.157746
3.31,-0.985853,0.167612
3.32,-0.984128,0.177462
3.33,-0.982304,0.187295
3.34,-0.980382,0.197108
3.35,-0.978362,0.206902
3.36,-0.976244,0.216675
3.37,-0.974028,0.226427
3.38,-0.971715,0.236155
3.39,-0.969305,0.245861
3.4,-0.966798,0.255541
3.41,-0.964194,0.265196
3.42,-0.961494,0.274825
3.43,-0.958698,0.284426
3.44,-0.955806,0.293998
3.45,-0.952818,0.303542
3.46,-0.949735,0.313054
3.47,-0.946557,0.322536
3.48,-0.943285,0.331985
3.49,-0.939918,0.341401
3.5,-0.936457,0.350783
3.51,-0.932902,0.36013
3.52,-0.929254,0.369441
3.53,-0.925513,0.378715
3.54,-0.92168,0.387951
3.55,-0.917755,0.397148
3.56,-0.913737,0.406306
3.57,-0.909629,0.415423
3.58,-0.905429,0.424498
3.59,-0.901139,0.433531
3.6,-0.896758,0.44252
3.61,-0.892288,0.451466
3.62,-0.887729,0.460366
3.63,-0.883081,0.46922
3.64,-0.878345,0.478027
3.65,-0.873521,0.486787
3.66,-0.868609,0.495497
3.67,-0.863611,0.504159
3.68,-0.858526,0.512769
3.69,-0.853356,0.521329
3.7,-0.8481,0.529836
3.71,-0.842759,0.538291
3.72,-0.837334,0.546691
3.73,-0.831826,0.555037
3.74,-0.826234,0.563327
3.75,-0.820559,0.571561
3.76,-0.814803,0.579738
3.77,-0.808965,0.587857
3.78,-0.803046,0.595917
3.79,-0.797047,0.603918
3.8,-0.790968,0.611858
3.81,-0.78481,0.619737
3.82,-0.778573,0.627554
3.83,-0.772259,0.635308
3.84,-0.765867,0.642999
3.85,-0.759399,0.650625
3.86,-0.752855,0.658186
3.87,-0.746236,0.665682
3.88,-0.739542,0.673111
3.89,-0.732774,0.680473
3.9,-0.725932,0.687766
3.91,-0.719018,0.694991
3.92,-0.712033,0.702146
3.93,-0.704976,0.709231
3.94,-0.697848,0.716246
3.95,-0.690651,0.723188
3.96,-0.683385,0.730058
3.97,-0.67605,0.736856
3.98,-0.668648,0.743579
3.99,-0.661179,0.750228
4,-0.653644,0.756802
4.01,-0.646043,0.763301
4.02,-0.638378,0.769723
4.03,-0.630649,0.776068
4.04,-0.622857,0.782336
4.05,-0.615002,0.788525
4.06,-0.607087,0.794636
4.07,-0.59911,0.800667
4.08,-0.591073,0.806618
4.09,-0.582978,0.812488
4.1,-0.574824,0.818277
4.11,-0.566613,0.823984
4.12,-0.558345,0.829609
4.13,-0.550021,0.835151
4.14,-0.541642,0.840609
4.15,-0.533209,0.845984
4.16,-0.524722,0.851273
4.17,-0.516184,0.856478
4.18,-0.507593,0.861597
4.19,-0.498952,0.86663
4.2,-0.490261,0.871576
4.21,-0.481521,0.876435
4.22,-0.472732,0.881206
4.23,-0.463897,0.885889
4.24,-0.455015,0.890484
4.25,-0.446087,0.894989
4.26,-0.437115,0.899405
4.27,-0.4281,0.903732
4.28,-0.419041,0.907967
4.29,-0.409941,0.912112
4.3,-0.400799,0.916166
4.31,-0.391618,0.920128
4.32,-0.382397,0.923998
4.33,-0.373138,0.927776
4.34,-0.363842,0.931461
4.35,-0.354509,0.935053
4.36,-0.345141,0.938551
4.37,-0.335738,0.941955
4.38,-0.326302,0.945266
4.39,-0.316833,0.948481
4.4,-0.307333,0.951602
4.41,-0.297802,0.954628
4.42,-0.288241,0.957558
4.43,-0.278651,0.960392
4.44,-0.269033,0.963131
4.45,-0.259389,0.965773
4.46,-0.249718,0.968319
4.47,-0.240022,0.970767
4.48,-0.230303,0.973119
4.49,-0.22056,0.975373
4.5,-0.210796,0.97753
4.51,-0.20101,0.979589
4.52,-0.191204,0.98155
4.53,-0.181379,0.983413
4.54,-0.171536,0.985178
4.55,-0.161676,0.986844
4.56,-0.1518,0.988411
4.57,-0.141908,0.98988
4.58,-0.132003,0.991249
4.59,-0.122084,0.99252
4.6,-0.112153,0.993691
4.61,-0.10221,0.994763
4.62,-0.0922576,0.995735
4.63,-0.0822958,0.996608
4.64,-0.0723258,0.997381
4.65,-0.0623485,0.998054
4.66,-0.052365,0.998628
4.67,-0.0423763,0.999102
4.68,-0.0323833,0.999476
4.69,-0.0223871,0.999749
4.7,-0.0123887,0.999923
4.71,-0.00238898,0.999997
4.72,0.00761095,0.999971
4.73,0.0176101,0.999845
4.74,0.0276075,0.999619
4.75,0.0376022,0.999293
4.76,0.047593,0.998867
4.77,0.0575792,0.998341
4.78,0.0675595,0.997715
4.79,0.0775331,0.99699
4.8,0.087499,0.996165
4.81,0.0974561,0.99524
4.82,0.107403,0.994216
4.83,0.11734,0.993092
4.84,0.127265,0.991869
4.85,0.137177,0.990547
4.86,0.147076,0.989125
4.87,0.156959,0.987605
4.88,0.166827,0.985986
4.89,0.176679,0.984269
4.9,0.186512,0.982453
4.91,0.196327,0.980538
4.92,0.206123,0.978526
4.93,0.215898,0.976416
4.94,0.225651,0.974208
4.95,0.235381,0.971903
4.96,0.245089,0.969501
4.97,0.254771,0.967001
4.98,0.264428,0.964405
4.99,0.274059,0.961713
5,0.283662,0.958924
5.01,0.293237,0.95604
5.02,0.302783,0.95306
5.03,0.312298,0.949984
5.04,0.321782,0.946814
5.05,0.331234,0.943549
5.06,0.340653,0.940189
5.07,0.350037,0.936736
5.08,0.359387,0.933189
5.09,0.368701,0.929548
5.1,0.377978,0.925815
5.11,0.387217,0.921989
5.12,0.396417,0.91807
5.13,0.405578,0.91406
5.14,0.414698,0.909959
5.15,0.423777,0.905767
5.16,0.432813,0.901484
5.17,0.441806,0.897111
5.18,0.450755,0.892648
5.19,0.459659,0.888096
5.2,0.468517,0.883455
5.21,0.477328,0.878725
5.22,0.486091,0.873908
5.23,0.494806,0.869004
5.24,0.503471,0.864012
5.25,0.512085,0.858934
5.26,0.520649,0.853771
5.27,0.529161,0.848522
5.28,0.537619,0.843188
5.29,0.546024,0.837769
5.3,0.554374,0.832267
5.31,0.562669,0.826682
5.32,0.570908,0.821014
5.33,0.579089,0.815264
5.34,0.587213,0.809433
5.35,0.595278,0.80352
5.36,0.603283,0.797527
5.37,0.611228,0.791455
5.38,0.619112,0.785303
5.39,0.626934,0.779073
5.4,0.634693,0.772764
5.41,0.642389,0.766379
5.42,0.65002,0.759917
5.43,0.657587,0.753379
5.44,0.665088,0.746765
5.45,0.672522,0.740077
5.46,0.679889,0.733315
5.47,0.687188,0.72648
5.48,0.694418,0.719572
5.49,0.701579,0.712592
5.5,0.70867,0.70554
5.51,0.71569,0.698418
5.52,0.722638,0.691227
5.53,0.729514,0.683966
5.54,0.736317,0.676637
5.55,0.743046,0.66924
5.56,0.749702,0.661776
5.57,0.756282,0.654246
5.58,0.762786,0.646651
5.59,0.769215,0.638991
5.6,0.775566,0.631267
5.61,0.78184,0.62348
5.62,0.788035,0.61563
5.63,0.794152,0.607719
5.64,0.800189,0.599747
5.65,0.806147,0.591716
5.66,0.812024,0.583625
5.67,0.817819,0.575475
5.68,0.823533,0.567269
5.69,0.829164,0.559005
5.7,0.834713,0.550686
5.71,0.840178,0.542311
5.72,0.845559,0.533882
5.73,0.850855,0.5254
5.74,0.856067,0.516865
5.75,0.861192,0.508279
5.76,0.866232,0.499642
5.77,0.871185,0.490955
5.78,0.876051,0.482218
5.79,0.880829,0.473434
5.8,0.88552,0.464602
5.81,0.890121,0.455724
5.82,0.894634,0.4468
5.83,0.899057,0.437832
5.84,0.90339,0.428819
5.85,0.907633,0.419764
5.86,0.911785,0.410667
5.87,0.915846,0.401529
5.88,0.919816,0.39235
5.89,0.923693,0.383133
5.9,0.927478,0.373877
5.91,0.931171,0.364583
5.92,0.93477,0.355254
5.93,0.938276,0.345888
5.94,0.941688,0.336488
5.95,0.945005,0.327055
5.96,0.948229,0.317589
5.97,0.951357,0.308091
5.98,0.95439,0.298562
5.99,0.957328,0.289003
6,0.96017,0.279415
6.01,0.962916,0.2698
6.02,0.965566,0.260157
6.03,0.968119,0.250489
6.04,0.970576,0.240795
6.05,0.972935,0.231078
6.06,0.975197,0.221337
6.07,0.977362,0.211574
6.08,0.979429,0.20179
6.09,0.981398,0.191986
6.1,0.983268,0.182163
6.11,0.985041,0.172321
6.12,0.986715,0.162462
6.13,0.98829,0.152587
6.14,0.989766,0.142697
6.15,0.991144,0.132792
6.16,0.992422,0.122874
6.17,0.993601,0.112944
6.18,0.994681,0.103002
6.19,0.995661,0.0930505
6.2,0.996542,0.0830894
6.21,0.997323,0.07312
6.22,0.998004,0.0631433
6.23,0.998586,0.0531602
6.24,0.999068,0.0431719
6.25,0.999449,0.0331792
6.26,0.999731,0.0231832
6.27,0.999913,0.0131849
6.28,0.999995,0.0031853
6.29,0.999977,-0.00681464
6.3,0.999859,-0.0168139
6.31,0.999641,-0.0268115
6.32,0.999322,-0.0368064
6.33,0.998904,-0.0467976
6.34,0.998386,-0.0567841
6.35,0.997769,-0.066765
6.36,0.997051,-0.0767392
6.37,0.996234,-0.0867057
6.38,0.995317,-0.0966635
6.39,0.994301,-0.106612
6.4,0.993185,-0.116549
6.41,0.99197,-0.126475
6.42,0.990655,-0.136388
6.43,0.989242,-0.146288
6.44,0.98773,-0.156173
6.45,0.986119,-0.166042
6.46,0.984409,-0.175895
6.47,0.982601,-0.18573
6.48,0.980694,-0.195547
6.49,0.97869,-0.205344
6.5,0.976588,-0.21512
6.51,0.974388,-0.224875
6.52,0.97209,-0.234607
6.53,0.969696,-0.244316
6.54,0.967204,-0.254001
6.55,0.964616,-0.26366
6.56,0.961931,-0.273293
6.57,0.95915,-0.282898
6.58,0.956273,-0.292476
6.59,0.9533,-0.302024
6.6,0.950233,-0.311541
6.61,0.94707,-0.321028
6.62,0.943812,-0.330482
6.63,0.94046,-0.339904
6.64,0.937014,-0.349291
6.65,0.933474,-0.358644
6.66,0.929841,-0.367961
6.67,0.926115,-0.37724
6.68,0.922297,-0.386483
6.69,0.918386,-0.395686
6.7,0.914383,-0.40485
6.71,0.910289,-0.413973
6.72,0.906104,-0.423055
6.73,0.901828,-0.432095
6.74,0.897462,-0.441092
6.75,0.893006,-0.450044
6.76,0.888461,-0.458951
6.77,0.883827,-0.467813
6.78,0.879105,-0.476628
6.79,0.874295,-0.485395
6.8,0.869397,-0.494113
6.81,0.864413,-0.502782
6.82,0.859342,-0.511401
6.83,0.854185,-0.519969
6.84,0.848943,-0.528485
6.85,0.843616,-0.536948
6.86,0.838204,-0.545357
6.87,0.832709,-0.553711
6.88,0.82713,-0.562011
6.89,0.821469,-0.570254
6.9,0.815725,-0.57844
6.91,0.8099,-0.586568
6.92,0.803994,-0.594637
6.93,0.798007,-0.602648
6.94,0.791941,-0.610597
6.95,0.785796,-0.618486
6.96,0.779572,-0.626313
6.97,0.77327,-0.634077
6.98,0.76689,-0.641778
6.99,0.760434,-0.649415
7,0.753902,-0.656987
7.01,0.747295,-0.664493
7.02,0.740613,-0.671932
7.03,0.733856,-0.679305
7.04,0.727027,-0.686609
7.05,0.720124,-0.693845
7.06,0.71315,-0.701011
7.07,0.706104,-0.708108
7.08,0.698988,-0.715133
7.09,0.691802,-0.722087
7.1,0.684547,-0.728969
7.11,0.677223,-0.735778
7.12,0.669831,-0.742513
7.13,0.662373,-0.749174
7.14,0.654848,-0.755761
7.15,0.647258,-0.762271
7.16,0.639603,-0.768705
7.17,0.631884,-0.775063
7.18,0.624102,-0.781343
7.19,0.616257,-0.787545
7.2,0.608351,-0.793668
7.21,0.600384,-0.799712
7.22,0.592357,-0.805675
7.23,0.584271,-0.811559
7.24,0.576126,-0.817361
7.25,0.567924,-0.823081
7.26,0.559665,-0.828719
7.27,0.55135,-0.834274
7.28,0.54298,-0.839746
7.29,0.534555,-0.845133
7.3,0.526078,-0.850437
7.31,0.517547,-0.855655
7.32,0.508965,-0.860787
7.33,0.500332,-0.865834
7.34,0.491648,-0.870794
7.35,0.482916,-0.875667
7.36,0.474135,-0.880452
7.37,0.465307,-0.885149
7.38,0.456433,-0.889758
7.39,0.447512,-0.894278
7.4,0.438547,-0.898708
7.41,0.429538,-0.903049
7.42,0.420487,-0.907299
7.43,0.411393,-0.911458
7.44,0.402258,-0.915526
7.45,0.393083,-0.919503
7.46,0.383868,-0.923388
7.47,0.374615,-0.92718
7.48,0.365325,-0.93088
7.49,0.355998,-0.934487
7.5,0.346635,-0.938
7.51,0.337238,-0.941419
7.52,0.327807,-0.944745
7.53,0.318344,-0.947975
7.54,0.308848,-0.951111
7.55,0.299322,-0.954152
7.56,0.289765,-0.957098
7.57,0.28018,-0.959947
7.58,0.270567,-0.962701
7.59,0.260926,-0.965359
7.6,0.25126,-0.96792
7.61,0.241568,-0.970384
7.62,0.231852,-0.972751
7.63,0.222114,-0.975021
7.64,0.212352,-0.977193
7.65,0.20257,-0.979268
7.66,0.192767,-0.981244
7.67,0.182945,-0.983123
7.68,0.173105,-0.984903
7.69,0.163248,-0.986585
7.7,0.153374,-0.988168
7.71,0.143485,-0.989653
7.72,0.133581,-0.991038
7.73,0.123664,-0.992324
7.74,0.113735,-0.993511
7.75,0.103794,-0.994599
7.76,0.0938433,-0.995587
7.77,0.083883,-0.996476
7.78,0.0739142,-0.997265
7.79,0.063938,-0.997954
7.8,0.0539554,-0.998543
7.81,0.0439675,-0.999033
7.82,0.0339751,-0.999423
7.83,0.0239793,-0.999712
7.84,0.0139812,-0.999902
7.85,0.00398162,-0.999992
7.86,-0.00601833,-0.999982
7.87,-0.0160177,-0.999872
7.88,-0.0260154,-0.999662
7.89,-0.0360106,-0.999351
7.9,-0.0460021,-0.998941
7.91,-0.0559891,-0.998431
7.92,-0.0659704,-0.997822
7.93,-0.0759452,-0.997112
7.94,-0.0859123,-0.996303
7.95,-0.0958709,-0.995394
7.96,-0.10582,-0.994385
7.97,-0.115758,-0.993277
7.98,-0.125685,-0.99207
7.99,-0.135599,-0.990764
8,-0.1455,-0.989358
8.01,-0.155386,-0.987854
8.02,-0.165257,-0.986251
8.03,-0.175111,-0.984549
8.04,-0.184947,-0.982748
8.05,-0.194765,-0.98085
8.06,-0.204564,-0.978853
8.07,-0.214342,-0.976759
8.08,-0.224099,-0.974566
8.09,-0.233833,-0.972277
8.1,-0.243544,-0.96989
8.11,-0.253231,-0.967406
8.12,-0.262892,-0.964825
8.13,-0.272527,-0.962148
8.14,-0.282135,-0.959375
8.15,-0.291714,-0.956506
8.16,-0.301264,-0.953541
8.17,-0.310785,-0.95048
8.18,-0.320274,-0.947325
8.19,-0.329731,-0.944075
8.2,-0.339155,-0.940731
8.21,-0.348545,-0.937292
8.22,-0.3579,-0.93376
8.23,-0.36722,-0.930134
8.24,-0.376503,-0.926415
8.25,-0.385748,-0.922604
8.26,-0.394955,-0.918701
8.27,-0.404122,-0.914705
8.28,-0.413248,-0.910618
8.29,-0.422334,-0.90644
8.3,-0.431377,-0.902172
8.31,-0.440377,-0.897813
8.32,-0.449333,-0.893364
8.33,-0.458244,-0.888827
8.34,-0.467109,-0.8842
8.35,-0.475928,-0.879484
8.36,-0.484698,-0.874681
8.37,-0.493421,-0.869791
8.38,-0.502094,-0.864813
8.39,-0.510717,-0.859749
8.4,-0.519289,-0.854599
8.41,-0.527809,-0.849363
8.42,-0.536276,-0.844043
8.43,-0.544689,-0.838638
8.44,-0.553048,-0.833149
8.45,-0.561352,-0.827577
8.46,-0.569599,-0.821922
8.47,-0.57779,-0.816185
8.48,-0.585923,-0.810367
8.49,-0.593997,-0.804467
8.5,-0.602012,-0.798487
8.51,-0.609967,-0.792427
8.52,-0.61786,-0.786288
8.53,-0.625692,-0.78007
8.54,-0.633461,-0.773774
8.55,-0.641167,-0.767401
8.56,-0.648809,-0.760951
8.57,-0.656386,-0.754425
8.58,-0.663897,-0.747824
8.59,-0.671342,-0.741147
8.6,-0.67872,-0.734397
8.61,-0.68603,-0.727573
8.62,-0.693271,-0.720677
8.63,-0.700443,-0.713708
8.64,-0.707545,-0.706668
8.65,-0.714576,-0.699557
8.66,-0.721536,-0.692377
8.67,-0.728424,-0.685127
8.68,-0.735238,-0.677809
8.69,-0.74198,-0.670422
8.7,-0.748647,-0.662969
8.71,-0.755239,-0.65545
8.72,-0.761755,-0.647865
8.73,-0.768196,-0.640215
8.74,-0.77456,-0.632501
8.75,-0.780846,-0.624724
8.76,-0.787054,-0.616884
8.77,-0.793183,-0.608983
8.78,-0.799233,-0.601021
8.79,-0.805203,-0.592999
8.8,-0.811093,-0.584917
8.81,-0.816902,-0.576777
8.82,-0.822628,-0.568579
8.83,-0.828273,-0.560325
8.84,-0.833835,-0.552014
8.85,-0.839313,-0.543648
8.86,-0.844707,-0.535228
8.87,-0.850017,-0.526755
8.88,-0.855242,-0.518228
8.89,-0.860382,-0.50965
8.9,-0.865435,-0.501021
8.91,-0.870402,-0.492342
8.92,-0.875282,-0.483613
8.93,-0.880074,-0.474836
8.94,-0.884778,-0.466012
8.95,-0.889394,-0.457141
8.96,-0.893921,-0.448224
8.97,-0.898359,-0.439263
8.98,-0.902706,-0.430257
8.99,-0.906964,-0.421209
9,-0.91113,-0.412118
9.01,-0.915206,-0.402987
9.02,-0.91919,-0.393815
9.03,-0.923082,-0.384603
9.04,-0.926882,-0.375353
9.05,-0.930589,-0.366066
9.06,-0.934203,-0.356742
9.07,-0.937724,-0.347382
9.08,-0.941151,-0.337988
9.09,-0.944483,-0.328559
9.1,-0.947722,-0.319098
9.11,-0.950865,-0.309605
9.12,-0.953914,-0.300081
9.13,-0.956867,-0.290527
9.14,-0.959724,-0.280944
9.15,-0.962485,-0.271333
9.16,-0.965151,-0.261695
9.17,-0.967719,-0.252031
9.18,-0.970191,-0.242341
