t,x,v
18.52,0.946186,0.323623
18.53,0.949375,0.314145
18.54,0.952469,0.304636
18.55,0.955468,0.295096
18.56,0.958371,0.285527
18.57,0.961178,0.275929
18.58,0.963889,0.266303
18.59,0.966504,0.256651
18.6,0.969022,0.246974
18.61,0.971443,0.237271
18.62,0.973768,0.227545
18.63,0.975994,0.217796
18.64,0.978123,0.208026
18.65,0.980155,0.198234
18.66,0.982088,0.188423
18.67,0.983923,0.178593
18.68,0.98566,0.168745
18.69,0.987298,0.15888
18.7,0.988837,0.148999
18.71,0.990278,0.139103
18.72,0.991619,0.129194
18.73,0.992862,0.119271
18.74,0.994005,0.109337
18.75,0.995048,0.0993915
18.76,0.995993,0.0894363
18.77,0.996837,0.079472
18.78,0.997582,0.0694999
18.79,0.998227,0.0595207
18.8,0.998772,0.0495356
18.81,0.999218,0.0395456
18.82,0.999563,0.0295516
18.83,0.999809,0.0195547
18.84,0.999954,0.00955578
18.85,1,-0.000444077
18.86,0.999945,-0.0104439
18.87,0.999791,-0.0204427
18.88,0.999537,-0.0304394
18.89,0.999182,-0.0404331
18.9,0.998728,-0.0504227
18.91,0.998174,-0.0604073
18.92,0.99752,-0.0703858
18.93,0.996766,-0.0803573
18.94,0.995913,-0.0903208
18.95,0.99496,-0.100275
18.96,0.993907,-0.11022
18.97,0.992755,-0.120153
18.98,0.991504,-0.130074
18.99,0.990154,-0.139983
19,0.988705,-0.149877
19.01,0.987156,-0.159757
19.02,0.98551,-0.16962
19.03,0.983764,-0.179466
19.04,0.98192,-0.189295
19.05,0.979978,-0.199105
19.06,0.977938,-0.208894
19.07,0.9758,-0.218663
19.08,0.973565,-0.22841
19.09,0.971232,-0.238134
19.1,0.968802,-0.247834
19.11,0.966276,-0.25751
19.12,0.963652,-0.267159
19.13,0.960933,-0.276782
19.14,0.958117,-0.286378
19.15,0.955205,-0.295944
19.16,0.952198,-0.305482
19.17,0.949096,-0.314988
19.18,0.945898,-0.324463
19.19,0.942606,-0.333906
19.2,0.93922,-0.343315
19.21,0.93574,-0.35269
19.22,0.932167,-0.362029
19.23,0.9285,-0.371333
19.24,0.92474,-0.380599
19.25,0.920888,-0.389827
19.26,0.916944,-0.399017
19.27,0.912908,-0.408166
19.28,0.908781,-0.417274
19.29,0.904562,-0.426341
19.3,0.900254,-0.435365
19.31,0.895855,-0.444346
19.32,0.891367,-0.453282
19.33,0.88679,-0.462173
19.34,0.882124,-0.471018
19.35,0.87737,-0.479815
19.36,0.872528,-0.488565
19.37,0.867598,-0.497265
19.38,0.862582,-0.505916
19.39,0.85748,-0.514517
19.4,0.852292,-0.523066
19.41,0.847019,-0.531562
19.42,0.841661,-0.540006
19.43,0.836219,-0.548395
19.44,0.830694,-0.55673
19.45,0.825085,-0.565009
19.46,0.819394,-0.573231
19.47,0.81362,-0.581397
19.48,0.807766,-0.589504
19.49,0.80183,-0.597552
19.5,0.795815,-0.60554
19.51,0.78972,-0.613468
19.52,0.783546,-0.621334
19.53,0.777293,-0.629138
19.54,0.770963,-0.63688
19.55,0.764556,-0.644557
19.56,0.758072,-0.65217
19.57,0.751513,-0.659718
19.58,0.744878,-0.6672
19.59,0.738169,-0.674616
19.6,0.731386,-0.681964
19.61,0.72453,-0.689243
19.62,0.717601,-0.696454
19.63,0.710601,-0.703595
19.64,0.70353,-0.710666
19.65,0.696388,-0.717665
19.66,0.689177,-0.724593
19.67,0.681896,-0.731449
19.68,0.674548,-0.738231
19.69,0.667132,-0.744939
19.7,0.659649,-0.751573
19.71,0.652101,-0.758132
19.72,0.644487,-0.764615
19.73,0.636809,-0.771022
19.74,0.629067,-0.777351
19.75,0.621262,-0.783603
19.76,0.613395,-0.789776
19.77,0.605467,-0.795871
19.78,0.597478,-0.801885
19.79,0.589429,-0.80782
19.8,0.581322,-0.813674
19.81,0.573156,-0.819446
19.82,0.564933,-0.825137
19.83,0.556654,-0.830745
19.84,0.548319,-0.83627
19.85,0.539929,-0.841711
19.86,0.531485,-0.847068
19.87,0.522987,-0.85234
19.88,0.514438,-0.857528
19.89,0.505837,-0.862629
19.9,0.497186,-0.867644
19.91,0.488485,-0.872572
19.92,0.479735,-0.877414
19.93,0.470937,-0.882167
19.94,0.462092,-0.886832
19.95,0.4532,-0.891409
19.96,0.444264,-0.895896
19.97,0.435283,-0.900294
19.98,0.426258,-0.904602
19.99,0.417191,-0.908819
