t,x,v
18.52,0.785832,0.233574
18.53,0.948777,0.466276
18.54,0.921292,0.383024
18.55,1.08613,0.391079
18.56,0.876896,0.431921
18.57,1.07919,0.262404
18.58,0.844988,0.166011
18.59,0.670257,0.302623
18.6,0.894094,0.219042
18.61,1.06199,0.381158
18.62,1.00999,0.132605
18.63,0.989925,0.0838624
18.64,1.08947,0.319042
18.65,1.02094,0.319753
18.66,1.04668,0.000580599
18.67,0.977898,0.0510076
18.68,1.2405,0.17431
18.69,0.912688,0.244567
18.7,1.03051,0.317789
18.71,0.886476,0.205504
18.72,1.04174,0.315224
18.73,0.8262,0.0896574
18.74,0.969817,0.282656
18.75,1.10313,-0.0814562
18.76,1.07385,0.079053
18.77,1.036,0.0417797
18.78,1.20643,0.00300846
18.79,0.991893,0.200015
18.8,0.995047,0.061163
18.81,0.831729,0.0652855
18.82,1.00596,-0.0884536
18.83,1.08264,-0.0349485
18.84,1.02523,-0.0387901
18.85,0.821149,-0.0194765
18.86,1.01327,-0.0985559
18.87,1.04797,-0.0293391
18.88,0.948901,0.181605
18.89,1.04083,-0.0799808
18.9,1.12502,0.0411126
18.91,0.909139,0.111617
18.92,1.29384,-0.00489481
18.93,0.943439,-0.299528
18.94,0.864747,0.127772
18.95,0.914854,-0.12522
18.96,0.79454,-0.125016
18.97,1.02682,-0.175013
18.98,0.955626,-0.0289205
18.99,1.19723,-0.237529
19,0.954575,-0.0160459
19.01,1.02569,-0.0233886
19.02,0.961166,-0.174216
19.03,0.984539,-0.0398126
19.04,0.964285,-0.0446648
19.05,1.0756,-0.118261
19.06,0.783667,-0.291377
19.07,0.959834,-0.214124
19.08,0.92916,-0.273111
19.09,0.99555,-0.287724
19.1,1.08737,-0.102926
19.11,1.1083,-0.150277
19.12,0.864583,-0.419647
19.13,0.812369,-0.240697
19.14,1.09026,-0.29122
19.15,0.800807,-0.204494
19.16,0.969279,-0.303463
19.17,0.967427,-0.358984
19.18,0.880275,-0.194337
19.19,0.961915,-0.495928
19.2,0.954104,-0.424666
19.21,0.915929,-0.39387
19.22,0.99312,-0.339186
19.23,0.834097,-0.476978
19.24,1.06211,-0.464912
19.25,0.946905,-0.365699
19.26,0.931222,-0.289044
19.27,0.900066,-0.453405
19.28,0.875947,-0.435528
19.29,0.933488,-0.394213
19.3,0.99451,-0.502612
19.31,0.81561,-0.471992
19.32,0.802347,-0.402343
19.33,0.813391,-0.566901
19.34,0.943397,-0.404791
19.35,0.829867,-0.459092
19.36,0.772336,-0.633288
19.37,0.89111,-0.471596
19.38,0.75709,-0.402427
19.39,0.877801,-0.660508
19.4,0.975389,-0.525945
19.41,0.911471,-0.70658
19.42,0.798249,-0.725017
19.43,0.866401,-0.431769
19.44,0.768902,-0.580429
19.45,0.809039,-0.613165
19.46,0.685158,-0.409803
19.47,0.734201,-0.54845
19.48,0.745073,-0.435725
19.49,0.770573,-0.460674
19.5,0.632753,-0.55214
19.51,0.821385,-0.642815
19.52,0.836417,-0.632708
19.53,1.00157,-0.694787
19.54,0.848067,-0.541843
19.55,0.599013,-0.65195
19.56,0.692023,-0.595284
19.57,0.802279,-0.62891
19.58,0.792852,-0.54207
19.59,0.566641,-0.588539
19.6,0.788519,-0.513394
19.61,0.828965,-0.702892
19.62,0.70332,-0.504996
19.63,0.661187,-0.679835
19.64,0.733488,-0.731975
19.65,0.706517,-0.830177
19.66,0.653305,-0.614493
19.67,0.698976,-0.676335
19.68,0.701722,-0.792049
19.69,0.54032,-0.698536
19.7,0.698044,-0.629877
19.71,0.529888,-0.72666
19.72,0.509535,-0.787494
19.73,0.598878,-0.720787
19.74,0.580482,-0.898859
19.75,0.623929,-0.899403
19.76,0.612551,-0.730107
19.77,0.620759,-0.720305
19.78,0.512451,-0.736463
19.79,0.625939,-0.835687
19.8,0.475001,-0.624296
19.81,0.445826,-0.846427
19.82,0.556646,-0.973455
19.83,0.739096,-0.845492
19.84,0.568498,-0.980214
19.85,0.530244,-0.817538
19.86,0.611004,-0.877653
19.87,0.501529,-0.919435
19.88,0.680295,-0.914951
19.89,0.508947,-0.741704
19.9,0.621082,-0.854163
19.91,0.397319,-0.714713
19.92,0.674919,-0.808505
19.93,0.319768,-0.960006
19.94,0.521411,-1.02027
19.95,0.37235,-0.991743
19.96,0.316024,-0.955721
19.97,0.372979,-0.974757
19.98,0.576095,-0.878589
19.99,0.513076,-0.921503
20,0.36145,-0.932014
